Location,Date,Hum,Raf,Tmx,Tav,Tmi
108,2013.6.11,57.9,7,26.7,23.7,20.5
108,2013.6.12,85.4,6.5,22.5,20.5,19.6
108,2013.6.13,70.5,,27.5,23,18.8
108,2013.6.14,62.3,,29.7,24.6,20.9
108,2013.6.15,58.4,,29.1,24.6,21.3
108,2013.6.16,69.8,,27.5,22.5,19.8
108,2013.6.17,76.8,0.5,25.8,22.3,19.9
108,2013.6.18,90.1,12,23.1,21.7,20.5
108,2013.6.19,71.1,0.1,29.6,24.3,20.6
108,2013.6.20,58.5,,31.1,25.8,20.9
108,2013.6.21,57.5,,31.8,26.6,22.9
108,2013.6.22,63.9,,29.6,25.1,22.7
108,2013.6.23,69.6,0.3,26.2,22.9,20.6
108,2013.6.24,66.6,,29.4,23.5,19.6
108,2013.6.25,58.6,,29.8,25.1,21
108,2013.6.26,59.8,0,29.7,24.5,21.1
108,2013.6.27,63.1,,31.8,25.1,20.4
108,2013.6.28,61.1,1.5,30.6,25.5,21.5
108,2013.6.29,54.8,,32.6,27.2,21.8
108,2013.6.30,60.4,0.2,31.9,27.7,23.4
108,2013.7.1,58.4,,31.3,27.1,23.9
108,2013.7.2,82.5,51.5,27.9,24.3,21.5
108,2013.7.3,69.1,,30.7,25.2,20.5
108,2013.7.4,84.3,32.5,27.6,24.9,23.1
108,2013.7.5,73.4,1,30.2,25.6,22.1
108,2013.7.6,73,,30.6,25.2,21.6
108,2013.7.7,78.8,3,29.5,24.9,22.4
108,2013.7.8,88.6,68,26.3,24.3,22.3
108,2013.7.9,87.3,6.5,26.2,24.5,23.5
108,2013.7.10,82.8,1,26.1,25.3,24.6
108,2013.7.11,86,14,25.1,24.6,23.8
108,2013.7.12,88.4,74,24.3,23.6,23.2
108,2013.7.13,90.1,165,25.6,24.2,22.2
108,2013.7.14,90.9,23,25.4,24.1,23.1
108,2013.7.15,80.1,3.5,29.1,26.5,23.6
108,2013.7.16,70.4,1.5,28.8,26.9,25.2
108,2013.7.17,89.1,18.5,25.7,24.2,23.5
108,2013.7.18,85.6,26.5,27.7,25.1,23.8
108,2013.7.19,72,,30.5,26.8,23.3
108,2013.7.20,72.4,1,30.3,27,25.3
108,2013.7.21,78.8,0.5,28.4,26.8,25.6
108,2013.7.22,81,84.5,29.4,26.4,24.1
108,2013.7.23,87.3,56.5,26.4,25.7,24.7
108,2013.7.24,79,11.5,27.6,24.7,23.2
108,2013.7.25,71.8,0,30.2,26,22.9
108,2013.7.26,70.9,,31.1,26.5,23.1
108,2013.7.27,67.8,0.2,31.2,26.2,23.1
108,2013.7.28,85.5,11,26.7,25.3,23.9
108,2013.7.29,82.3,3.5,29.6,26.5,24.4
108,2013.7.30,73.9,9.5,29.9,26.3,24
108,2013.7.31,75.4,8.5,29,26.4,24.7
108,2013.8.1,67.3,,32.1,28,24.5
108,2013.8.2,80.4,7.5,29.3,27.4,25.2
108,2013.8.3,72.3,0.1,32.6,28.9,26.7
108,2013.8.4,76.4,4.5,31.3,28.3,26.4
108,2013.8.5,78.9,7,30.1,27.7,26.4
108,2013.8.6,80.8,45,27.6,26.4,23
108,2013.8.7,73.8,,32.1,28.7,25
108,2013.8.8,73.5,,32.8,29.3,27.3
108,2013.8.9,79.9,0,30.8,29.2,27.9
108,2013.8.10,82.4,2,29.4,28,25.8
108,2013.8.11,71.8,,33.2,28.7,24.2
108,2013.8.12,69.8,,32.6,29.3,27.1
108,2013.8.13,65.6,,32.9,29,26.6
108,2013.8.14,67.1,,32,28.6,26.2
108,2013.8.15,71.5,0,32.4,28.7,25.8
108,2013.8.16,71.8,4.5,31.7,28.7,26.1
108,2013.8.17,69.6,,31.6,28.7,27.1
108,2013.8.18,72.8,13,31.5,28.3,26
108,2013.8.19,68.9,6,32.3,28.2,25.7
108,2013.8.20,62,,32.3,27.4,23
108,2013.8.21,54.9,,33.9,28.8,24.2
108,2013.8.22,58.6,0,32.3,29.3,26.3
108,2013.8.23,78.9,35,28.7,25.7,23.7
108,2013.8.24,60.4,,31.5,26.6,21.9
108,2013.8.25,52.3,,32.1,27.1,22
108,2013.8.26,52.3,,31.6,27,22.8
108,2013.8.27,61.6,,29.3,25.6,22.5
108,2013.8.28,59.4,,30.8,26.4,22.7
108,2013.8.29,79.1,21.5,26.7,25.5,24.5
108,2013.8.30,69.6,,28.3,25.1,22.3
108,2013.8.31,65.8,2.5,27.9,24,21.1
108,2013.9.1,54.6,,28.2,23.5,19.8
108,2013.9.2,49.9,,26.9,22.4,17.3
108,2013.9.3,43.5,,26.8,21.7,16.4
108,2013.9.4,46.5,,27.5,22,16.4
108,2013.9.5,52.9,0,24.1,21.2,17.9
108,2013.9.6,59.6,0,23.1,20.8,19
108,2013.9.7,61.8,,26.9,21.9,17.9
108,2013.9.8,63.4,,27.9,22.9,18.4
108,2013.9.9,67,,26.5,23,19.8
108,2013.9.10,76.3,11.5,25.2,22,19.1
108,2013.9.11,90.6,36.5,20.9,20.1,19.1
108,2013.9.12,80.4,0.5,26.3,23,20.3
108,2013.9.13,87.5,50,25.2,22.9,20.9
108,2013.9.14,81.1,11.5,25.3,23.1,21.5
108,2013.9.15,59.5,,28.2,23.4,20.3
108,2013.9.16,49.3,,27,20.9,15.2
108,2013.9.17,48.4,,29.3,22.6,17
108,2013.9.18,54,,31.1,24.4,17.5
108,2013.9.19,56,,30.2,24.7,20.5
108,2013.9.20,71.5,,28,23.4,20.1
108,2013.9.21,66.9,,27.8,23.8,19.9
108,2013.9.22,54.9,0,27.2,23.1,20.4
108,2013.9.23,55.6,,29,23.8,18.6
108,2013.9.24,81.8,4.5,23.9,22,20
108,2013.9.25,57.3,,24.2,19.5,15.3
108,2013.9.26,36.9,,22.5,17.3,12.7
108,2013.9.27,50.9,,24,17.9,10.9
108,2013.9.28,70.6,4,19.9,17.4,15.2
108,2013.9.29,86.1,19,19.7,17.2,14.7
108,2013.9.30,71.8,1,25.5,20.7,18
108,2013.10.1,66.8,,27.2,21.6,17.2
108,2013.10.2,58.6,,22.8,19.4,15
108,2013.10.3,49.1,,21.3,16.3,11
108,2013.10.4,54.6,,25.1,17.4,10.7
108,2013.10.5,48,,28.1,20,12.6
108,2013.10.6,53.5,0,25.7,20.8,15.4
108,2013.10.7,65.9,,26.9,22.8,19.8
108,2013.10.8,83.4,3,21.8,20,18
108,2013.10.9,63.9,,26.4,20.5,15.5
108,2013.10.10,71,,26.4,21.1,15.9
108,2013.10.11,57.5,6.5,20.7,18.1,14.1
108,2013.10.12,53.8,,21.5,16.4,11
108,2013.10.13,62,,23.4,17.3,12.2
108,2013.10.14,63.6,,24.4,18.3,13.3
108,2013.10.15,79.4,3.5,17.4,12,7.7
108,2013.10.16,53.1,,16.8,11.2,6.1
108,2013.10.17,55.5,,18.9,12.4,6.8
108,2013.10.18,54.8,,20.2,13.6,8.1
108,2013.10.19,59.1,,19.5,14.6,9.8
108,2013.10.20,60.1,,22.9,16.7,11.7
108,2013.10.21,50.3,,22.2,16.2,12
108,2013.10.22,46.1,,21.7,15.9,11.3
108,2013.10.23,49.1,,22.1,16.2,12.2
108,2013.10.24,50.8,,18.5,13.1,7.8
108,2013.10.25,41.9,,14.5,9.3,5.3
108,2013.10.26,50.5,,15.7,10,4.3
108,2013.10.27,56.3,,18,11.4,5.1
108,2013.10.28,65.5,,16.7,11.6,6.7
108,2013.10.29,71.3,0.5,16.5,12.7,9.5
108,2013.10.30,58.9,,16.2,10.5,6.4
108,2013.10.31,54.9,,18.8,11.7,5.5
108,2013.11.1,50.8,,20.7,14.8,8.6
108,2013.11.2,79.8,7.5,14.9,11.6,8.6
108,2013.11.3,80.3,0,16.7,11.9,7.8
108,2013.11.4,70.3,,17.6,12.6,9.2
108,2013.11.5,64.3,,18.5,12.3,7.5
108,2013.11.6,77.5,1,15.9,12.2,9
108,2013.11.7,52.9,0.1,15.8,12.2,7.5
108,2013.11.8,43.4,,14.5,9,4
108,2013.11.9,62.1,5.5,15.5,11.6,9.2
108,2013.11.10,45.3,0,10.4,5.5,2.1
108,2013.11.11,32.9,,7.5,2.6,-1.4
108,2013.11.12,36.1,,8.5,3.4,-1.1
108,2013.11.13,43.5,,11.4,4.8,-0.9
108,2013.11.14,55.1,1,9.9,6.7,3.1
108,2013.11.15,78.3,2,12.4,8.2,5.8
108,2013.11.16,72,2,12,7,2.4
108,2013.11.17,58.1,1,7.6,5.2,2.2
108,2013.11.18,53.6,0,4.2,1.1,-1.5
108,2013.11.19,53.9,0,3.8,1.1,-1.7
108,2013.11.20,38.8,,5.9,1.5,-1.9
108,2013.11.21,48.8,,7.3,2.6,-1.4
108,2013.11.22,57.9,,10.5,4.6,-0.7
108,2013.11.23,64.6,,12.5,7.1,2.2
108,2013.11.24,74.3,14,10.6,7.3,4.4
108,2013.11.25,64.6,9.5,10.2,4.7,-0.1
108,2013.11.26,60.9,1.5,5.8,2.1,-2.4
108,2013.11.27,66.8,1.7,4.7,0,-4.3
108,2013.11.28,48.9,,-0.9,-3.8,-6.4
108,2013.11.29,52.9,0,4.8,-0.7,-5.4
108,2013.11.30,56.9,,10.6,5.3,-1.1
108,2013.12.1,66.9,,8.6,4.5,1.4
108,2013.12.2,64.3,0,6.6,3.9,0.1
108,2013.12.3,62.6,,9.9,6.7,4.5
108,2013.12.4,72.8,,9.6,5.5,2.1
108,2013.12.5,73.4,,9,5.5,2.1
108,2013.12.6,42.6,0,7,3,-0.7
108,2013.12.7,60.8,0.1,11,6.2,3.8
108,2013.12.8,75.3,0,6.5,4.2,2.5
108,2013.12.9,83.1,14,5.2,3.8,1.9
108,2013.12.10,56.1,,3.5,0.3,-2.2
108,2013.12.11,64.1,2.6,0.2,-1.7,-4.3
108,2013.12.12,69.9,4.1,0.3,-3.2,-6.3
108,2013.12.13,47.5,,-4.3,-6.8,-8.9
108,2013.12.14,65.4,1.1,-1.4,-4.9,-8.5
108,2013.12.15,48.1,,0.7,-4.4,-8
108,2013.12.16,52.6,,0.5,-3.6,-7.3
108,2013.12.17,52.4,,4.7,-0.3,-5.5
108,2013.12.18,65.1,0.8,6.5,2.2,-0.9
108,2013.12.19,60.6,0.3,-0.9,-3.5,-6.5
108,2013.12.20,56.3,0,-0.1,-4,-8.1
108,2013.12.21,56.4,,0.9,-3.1,-6.3
108,2013.12.22,57.5,,3.1,-2.1,-6.8
108,2013.12.23,57.1,,2.3,-1.1,-3.7
108,2013.12.24,58,,4,-1.6,-5.9
108,2013.12.25,60.4,,3.7,-0.5,-4.4
108,2013.12.26,67.8,1.6,2.7,-0.5,-4
108,2013.12.27,49.5,,-3.7,-6.8,-9.3
108,2013.12.28,44.1,,-2.7,-6.5,-9.8
108,2013.12.29,59.8,0.1,1.6,-2.9,-8
108,2013.12.30,55.4,,6.3,2.2,-1.9
108,2013.12.31,58.8,,8,3.8,0.5
108,2014.1.1,51.3,0,7.9,4,0.3
108,2014.1.2,35.4,,6.2,1.5,-1.3
108,2014.1.3,54.4,,7.3,2.3,-1.1
108,2014.1.4,47.1,,5.6,-0.1,-3.7
108,2014.1.5,48.4,,3.8,-0.8,-4.3
108,2014.1.6,50.4,,6.4,0.8,-3.7
108,2014.1.7,56,0,5.5,3,0.3
108,2014.1.8,56.6,0,4,0.5,-5.7
108,2014.1.9,26.3,,-4.3,-7.8,-10.4
108,2014.1.10,48.6,0,-0.9,-4.7,-9.3
108,2014.1.11,44.1,,2.4,-1.7,-5.4
108,2014.1.12,43.5,0,2.5,-2.4,-7.7
108,2014.1.13,26,,-1.6,-6.2,-10.5
108,2014.1.14,33.8,,1.1,-4.3,-8.9
108,2014.1.15,42,,2.2,-2.9,-7.6
108,2014.1.16,59.9,,3.6,0.1,-4
108,2014.1.17,55.9,,3.8,-0.1,-3.7
108,2014.1.18,42.4,,0.8,-2.2,-4.9
108,2014.1.19,44.8,0,2.4,-2.6,-7.4
108,2014.1.20,83.3,5.3,1.9,-1.5,-4.2
108,2014.1.21,62.6,0.7,-3.1,-5.5,-7.2
108,2014.1.22,60,,1.6,-3.9,-9.5
108,2014.1.23,65.6,,4.1,-0.8,-5.2
108,2014.1.24,64.4,,5.7,3,-1.1
108,2014.1.25,74.4,3,6.3,4.2,-0.4
108,2014.1.26,42.1,,2.3,-2.1,-5.3
108,2014.1.27,48,,6,0.2,-5.4
108,2014.1.28,52.8,0.5,4.6,1.5,-3
108,2014.1.29,40.1,,8.2,2.2,-5.3
108,2014.1.30,66.1,3.5,6.5,4,-1
108,2014.1.31,26.1,,7,1.3,-4.3
108,2014.2.1,63.8,11,6,4.9,3.7
108,2014.2.2,91.6,0.5,6.5,4.9,2.8
108,2014.2.3,38.5,,2.8,-3.5,-8.2
108,2014.2.4,25.9,,-3.7,-7.4,-10.5
108,2014.2.5,27.5,,0.3,-4.8,-8.9
108,2014.2.6,29.8,,4.5,-1.3,-5.2
108,2014.2.7,47.3,0,7.6,2.4,-2
108,2014.2.8,79.4,4.3,2.5,0.2,-1.5
108,2014.2.9,76.5,0.2,0.7,-1.6,-3.4
108,2014.2.10,55,0.2,4.4,-0.1,-2.9
108,2014.2.11,42.1,,5.2,0.2,-3.8
108,2014.2.12,49.3,0,5.1,1.2,-2
108,2014.2.13,46.1,,6.5,1.9,-2.1
108,2014.2.14,47.3,,7.6,2.7,-0.7
108,2014.2.15,54.6,,8.5,2.7,-1.9
108,2014.2.16,53.3,,8.1,2.8,-1.1
108,2014.2.17,45.5,,8.5,4.2,0.9
108,2014.2.18,45.9,,5.4,2.5,0.3
108,2014.2.19,48.6,,6.7,2.1,-1.9
108,2014.2.20,61.5,,5.5,1.2,-1.2
108,2014.2.21,49.1,,6.9,0.9,-4
108,2014.2.22,49.3,,7.4,2.2,-2.1
108,2014.2.23,50.6,,8.5,3.1,-1.8
108,2014.2.24,58,,9.3,4.1,-0.3
108,2014.2.25,59.9,,12.3,5.7,0.6
108,2014.2.26,44.9,,16.4,8.4,1.4
108,2014.2.27,55.4,,13.1,7.7,3.8
108,2014.2.28,58.8,,12.3,6.7,1.3
108,2014.3.1,61.1,,9.4,6,3.3
108,2014.3.2,46.4,,10.1,4.5,-0.2
108,2014.3.3,34.4,,11.9,5.2,-1
108,2014.3.4,48,,12.3,6.3,2.2
108,2014.3.5,44.8,0,5.3,1.4,-1.4
108,2014.3.6,43.4,0,5,0.3,-3
108,2014.3.7,45.9,,4.3,-0.6,-4.6
108,2014.3.8,55,,7,2,-2.2
108,2014.3.9,56.4,2.2,4.8,1.4,-1.6
108,2014.3.10,50.4,,7.7,1.5,-3.6
108,2014.3.11,65,,9.4,4.5,-0.9
108,2014.3.12,75.8,0.2,9.5,6.9,4
108,2014.3.13,54.5,0,8.3,5.2,1.6
108,2014.3.14,54.6,,8.5,3.4,-1.5
108,2014.3.15,66.8,,13.4,6.8,0.1
108,2014.3.16,68.3,,18.5,11.3,5.7
108,2014.3.17,79,0.5,19.4,12.6,6.9
108,2014.3.18,75.3,0.4,16,10.5,7.7
108,2014.3.19,65.5,,12.3,9.6,7.4
108,2014.3.20,71.3,0.4,10.3,6.3,2.8
108,2014.3.21,52.5,,12,5.9,1.2
108,2014.3.22,63.5,,15.5,8.6,2.3
108,2014.3.23,63.6,,15.5,9.6,4.6
108,2014.3.24,60.5,0,15.3,10.9,4.6
108,2014.3.25,75.9,0,18.2,14.6,11.9
108,2014.3.26,64.6,0,21.9,15.4,11.8
108,2014.3.27,68.9,,20.4,13.5,7.7
108,2014.3.28,57.3,,23.8,16.6,11.3
108,2014.3.29,73.4,3.5,18,15,13.2
108,2014.3.30,63.5,0,20.6,14.9,10.2
108,2014.3.31,49.3,,20.2,14.5,8.8
108,2014.4.1,33.8,,23,15.6,9.5
108,2014.4.2,30,,21.9,15.5,9.9
108,2014.4.3,63,0.5,13.6,10.2,5.5
108,2014.4.4,52.6,,11.7,6.6,2.3
108,2014.4.5,60.5,0,11,6.2,3.5
108,2014.4.6,50.6,,12.8,7.4,2.3
108,2014.4.7,64.9,,16.7,10.3,4.9
108,2014.4.8,60.9,,19.7,11.9,5.7
108,2014.4.9,85.3,,15.3,10.3,7
108,2014.4.10,71.5,,20,12.5,7.2
108,2014.4.11,69.5,,18.7,13.6,10.1
108,2014.4.12,68.8,,17.2,14.3,11.1
108,2014.4.13,54.9,,24.3,17.2,13.2
108,2014.4.14,53.3,,22.4,16.3,12.1
108,2014.4.15,80.1,,16.8,12.9,9.3
108,2014.4.16,81,,19.4,14,10
108,2014.4.17,67.4,3,20.9,14.7,8.4
108,2014.4.18,59.9,,23,15.9,12
108,2014.4.19,56,,18.4,14,11.4
108,2014.4.20,54.4,,21.6,14.6,10
108,2014.4.21,55.1,,21.4,15.1,9.8
108,2014.4.22,43.1,,23.3,16,9.6
108,2014.4.23,49.4,,24.9,17.2,10.4
108,2014.4.24,49,,26.2,18.6,12.1
108,2014.4.25,32.5,,25.9,19,12.3
108,2014.4.26,38.9,,25.4,18.7,13.3
108,2014.4.27,86.6,8.5,18.3,15.6,13.6
108,2014.4.28,91.6,13.5,15,13.6,12.2
108,2014.4.29,69.5,5.5,18.9,15,11.9
108,2014.4.30,62.1,0,21.4,16.1,11.4
108,2014.5.1,60.5,,22.1,16,10.4
108,2014.5.2,70.9,1,24.8,15.7,11.1
108,2014.5.3,54.6,,19.3,13.1,8
108,2014.5.4,57.8,0.2,20.5,12.3,8.5
108,2014.5.5,56.5,,15.5,11.3,6.8
108,2014.5.6,45.9,,19,13.1,7.6
108,2014.5.7,48.3,2,22.3,15.7,8.7
108,2014.5.8,83.9,4,19.5,14.5,11.5
108,2014.5.9,60.8,,23.8,16.8,9.8
108,2014.5.10,43.4,,28.3,20.5,12.9
108,2014.5.11,54.4,23,23.8,18.9,15.9
108,2014.5.12,79.1,10,20.4,16.4,13.6
108,2014.5.13,69.9,,25.6,19.2,11.9
108,2014.5.14,59.1,,25.9,19.6,15.3
108,2014.5.15,66.9,0.3,23.7,18.2,14.5
108,2014.5.16,50.3,,26.2,19,12.3
108,2014.5.17,48,,26.2,20,14.3
108,2014.5.18,50.1,,27.1,20.3,13.7
108,2014.5.19,55.1,,26.2,20,14.1
108,2014.5.20,45.4,,28.4,21.5,16.1
108,2014.5.21,65.3,,26.5,20.1,15.9
108,2014.5.22,63.4,,28.3,20.9,13.6
108,2014.5.23,68.4,,27.8,22,17.6
108,2014.5.24,68.8,,27.9,21.3,16.9
108,2014.5.25,78.9,21,24.9,20.5,18.3
108,2014.5.26,67.4,1.5,24.7,19.4,16.5
108,2014.5.27,49.5,,28.3,22.8,16.7
108,2014.5.28,60.8,,29.8,24,19.9
108,2014.5.29,54.6,,30.9,23.2,17.5
108,2014.5.30,42.5,,31.8,24.8,17.3
108,2014.5.31,50.3,,33.3,26.2,20.5
108,2014.6.1,58.1,,29.9,24.7,20.4
108,2014.6.2,73.5,2,24.6,22.6,20.6
108,2014.6.3,95.3,33,21,18.7,17.5
108,2014.6.4,61.5,,27.8,22.8,18.7
108,2014.6.5,58.8,,26.1,22.9,20.4
108,2014.6.6,58.9,,31.1,24.4,18.8
108,2014.6.7,65.1,,27.1,23.5,19.7
108,2014.6.8,75.3,,24.5,21.4,19.2
108,2014.6.9,70.8,,28.7,22.9,18.5
108,2014.6.10,72,5.5,29.3,23.6,20
108,2014.6.11,87.1,19,26.9,20.5,18.3
108,2014.6.12,73.9,0.1,27.1,21.2,17.3
108,2014.6.13,79,0,25.8,21.3,18.4
108,2014.6.14,71.6,,27.7,22.5,18.3
108,2014.6.15,69.9,,28.5,23.2,19.5
108,2014.6.16,66.4,,29,23.9,19.1
108,2014.6.17,71.8,3.5,30.7,24.5,21.5
108,2014.6.18,71.3,0.1,29.1,24.4,20.5
108,2014.6.19,79.3,0,25.6,22.5,20.8
108,2014.6.20,76.5,1.5,28.6,24.2,20.7
108,2014.6.21,80.9,8.5,28.2,23.1,19.8
108,2014.6.22,74.4,0.4,29,23.7,20.2
108,2014.6.23,91.4,24.5,23.2,21,19.4
108,2014.6.24,74.6,,27.2,22.9,19.4
108,2014.6.25,74.1,,29,23.8,20.2
108,2014.6.26,68,,29.5,24.4,20.2
108,2014.6.27,74.8,,29.5,24.1,20.6
108,2014.6.28,71.6,0,28.4,23.8,21.3
108,2014.6.29,70.3,,29.8,24.1,20.9
108,2014.6.30,68,,30.2,25.3,21.2
108,2014.7.1,67.8,,31.2,26,21.1
108,2014.7.2,77.3,20.5,31.1,25.7,22.1
108,2014.7.3,85.5,2,24.7,22.6,21.4
108,2014.7.4,62.1,,32.3,26.8,21.6
108,2014.7.5,70.4,,29.7,25.7,22.3
108,2014.7.6,65.8,,29.5,25.7,23
108,2014.7.7,61.4,,33.8,27.1,20.8
108,2014.7.8,73,0.2,29.3,25.9,23.7
108,2014.7.9,78.3,0.5,33,27.6,25.6
108,2014.7.10,57.9,,33.6,28.9,24.6
108,2014.7.11,63.4,,32.8,27.1,23
108,2014.7.12,74.3,,29.6,25.3,22.9
108,2014.7.13,73.4,,29.4,25.4,23
108,2014.7.14,70.8,,30.7,26.4,22.8
108,2014.7.15,69.4,,32.3,26.8,23.9
108,2014.7.16,68.4,,32.2,26.6,23.5
108,2014.7.17,75.9,0.2,29.6,25.9,23.6
108,2014.7.18,80.5,1.5,30.6,26.1,22.6
108,2014.7.19,79.8,,30.7,27,24.7
108,2014.7.20,75.8,,33.2,27.9,24.6
108,2014.7.21,73.9,,31.6,27.3,24.4
108,2014.7.22,83.9,16.5,28.2,25.9,24.6
108,2014.7.23,90,55,25.2,23.6,21.7
108,2014.7.24,92.8,48,24.5,21.9,19.1
108,2014.7.25,81.9,59.5,33.7,27.5,22.1
108,2014.7.26,86.1,2.5,27.3,22.6,20.8
108,2014.7.27,75,,30.6,25,21.4
108,2014.7.28,71.6,,31.3,26.6,21.6
108,2014.7.29,68.4,,30.1,26.5,23.4
108,2014.7.30,70.6,,33.5,28.6,25
108,2014.7.31,75.9,1.5,34.4,28.6,25.8
108,2014.8.1,63.4,,34.7,30.2,24.7
108,2014.8.2,55,0,35.8,31.4,28.7
108,2014.8.3,87.6,13,30.5,26.5,24.1
108,2014.8.4,93,6.5,29.6,26.4,24.7
108,2014.8.5,87.5,0,29.2,26.6,25
108,2014.8.6,92.4,10.5,26.2,24.4,22.5
108,2014.8.7,91.1,0.2,27.1,24.7,22.6
108,2014.8.8,62.3,,30.6,26.1,21.9
108,2014.8.9,48.4,,31.6,26.5,22.3
108,2014.8.10,79.4,42.5,27.7,23.4,19.6
108,2014.8.11,78.4,,28.6,23.7,18.3
108,2014.8.12,77.8,,30.4,25.8,22.3
108,2014.8.13,75.3,0,26.7,24.2,22.5
108,2014.8.14,78.6,0.5,24.2,22.3,21.4
108,2014.8.15,72.9,,29.6,24.9,20.9
108,2014.8.16,73.9,,31.8,26.1,22.2
108,2014.8.17,81.1,3,25,24,22.9
108,2014.8.18,90,11.5,24.4,22.3,20.9
108,2014.8.19,96.6,4.5,25.3,22.3,20.4
108,2014.8.20,86,0.5,28,24.8,22.4
108,2014.8.21,96.5,46.5,24.6,23.1,21.8
108,2014.8.22,83.4,15,28.2,24.7,21.8
108,2014.8.23,79.5,0.5,29.7,25.2,22.8
108,2014.8.24,75.5,0.1,30.7,25.6,20.7
108,2014.8.25,71.8,0,28.6,25.9,24.1
108,2014.8.26,71.4,11.5,29.6,25.4,21.6
108,2014.8.27,66.8,,28.6,24.6,21.1
108,2014.8.28,65.3,,30.7,25.1,19.8
108,2014.8.29,71.9,6.5,30.1,25.2,21
108,2014.8.30,71.6,,30.7,24.6,19.9
108,2014.8.31,68.6,,29,24.1,20.7
108,2014.9.1,72.5,1.5,29.7,24.1,20.4
108,2014.9.2,73.6,6,27.7,23.1,19.3
108,2014.9.3,99.8,57.5,20.6,19.1,17.4
108,2014.9.4,79.4,,27.6,22.4,18
108,2014.9.5,76,,29,23.8,20
108,2014.9.6,66.9,,30.8,25.2,20.3
108,2014.9.7,72.1,,31.3,25.3,19.8
108,2014.9.8,75,,30.2,24.8,20.6
108,2014.9.9,66.5,,28.2,23.3,19.9
108,2014.9.10,60.6,,28.9,22.4,16.7
108,2014.9.11,61.1,,29.2,23.3,17.5
108,2014.9.12,74.9,0.1,26.6,21.3,18.6
108,2014.9.13,60.9,,28.3,23.1,18.6
108,2014.9.14,60.6,,28.4,23,18.2
108,2014.9.15,64.9,,27.5,23.1,20.6
108,2014.9.16,43.8,,27,21.3,15.8
108,2014.9.17,52.3,,22.6,20.2,17.6
108,2014.9.18,56.5,,27,20.6,16.2
108,2014.9.19,55,,28.4,21.4,14.9
108,2014.9.20,52.5,,28.1,21.6,15.4
108,2014.9.21,61.6,0,25.6,20.2,17.5
108,2014.9.22,57.5,,27.9,21.4,15
108,2014.9.23,52.1,,29,23,18.1
108,2014.9.24,77.9,6.5,23.8,20.3,18
108,2014.9.25,66.9,,27.7,22.2,17.7
108,2014.9.26,78.1,0,24.2,21,18.6
108,2014.9.27,79,,25.1,21.4,18.3
108,2014.9.28,85.5,0.5,24.7,21.7,19.2
108,2014.9.29,99,16,20.7,19.4,17.7
108,2014.9.30,72.5,,23.7,18.9,15.4
108,2014.10.1,68.6,,24.4,19.2,14.9
108,2014.10.2,89,9,20.1,18.1,17.1
108,2014.10.3,74.3,,20.8,16.1,13.4
108,2014.10.4,62,,23,16.9,11.6
108,2014.10.5,53.1,,23.2,17.1,12.5
108,2014.10.6,57,,22.6,16.6,10.5
108,2014.10.7,64.8,,22.5,16.1,11.6
108,2014.10.8,61.5,,23.6,16.7,10
108,2014.10.9,60.4,,25.4,18.6,12.4
108,2014.10.10,63.3,,26.3,19,12.5
108,2014.10.11,57.4,,25.6,19.4,13.6
108,2014.10.12,48.5,,29,21.2,13.9
108,2014.10.13,51.9,,21.7,17.4,11
108,2014.10.14,51.8,,20,13.8,8.5
108,2014.10.15,60.4,,20,13.8,8.9
108,2014.10.16,53.8,2.5,18,13.2,9.3
108,2014.10.17,53.8,,21.2,13.6,6.6
108,2014.10.18,68.9,,22.5,15.5,9.4
108,2014.10.19,61,,22.7,17,11.2
108,2014.10.20,97.8,21.5,17.1,14.4,12.9
108,2014.10.21,92.8,18.5,15.7,13.8,11.9
108,2014.10.22,69,,18.7,13.6,10.4
108,2014.10.23,67.8,,20.6,13.8,8.5
108,2014.10.24,78,,21,15.1,9.9
108,2014.10.25,81.1,,22.2,16.5,12.9
108,2014.10.26,76.9,0.5,19.9,16,11.6
108,2014.10.27,35.3,,16.9,10.7,6.1
108,2014.10.28,43.4,,19.4,10.2,2.7
108,2014.10.29,46.4,,20.8,12.1,4.9
108,2014.10.30,45.8,,20.8,14.2,7.7
108,2014.10.31,62.1,0.2,18.2,15,12.8
108,2014.11.1,63.4,,22.9,17.3,15.1
108,2014.11.2,50.5,2.5,15.4,12,7.1
108,2014.11.3,40.9,,14.8,9.3,3.8
108,2014.11.4,60.5,,18.5,11.3,5.4
108,2014.11.5,65.6,,18.4,12.4,6.4
108,2014.11.6,61,0.5,17.7,13.5,9.5
108,2014.11.7,52.5,,16.5,9.8,5.1
108,2014.11.8,61.9,,15.1,9.9,6.9
108,2014.11.9,46.3,,15.5,10,6.3
108,2014.11.10,49.9,,16.5,9.4,3.5
108,2014.11.11,67.4,2,14.5,9.4,4.6
108,2014.11.12,50.6,5,10,6,-1.3
108,2014.11.13,38.5,,4.3,-0.2,-3.1
108,2014.11.14,54,0,10,4.2,-1.4
108,2014.11.15,38.3,,9.5,4.1,-0.5
108,2014.11.16,42.6,1,12.4,6.6,2.6
108,2014.11.17,75.5,1.5,9,6.2,3.8
108,2014.11.18,53.4,,10.4,5,1.7
108,2014.11.19,55.4,,12.6,5.6,-0.6
108,2014.11.20,61.9,,14.6,7.9,2.7
108,2014.11.21,62.5,,16.5,11.3,5.9
108,2014.11.22,90.9,4,12.7,11,8
